vehicle_id,time_s,x_m,y_m
109,6.0,25.89,13.92
11,6.0,-24.26,11.9
110,6.0,43.23,13.83
12,6.0,-24.9,44.77
2,6.0,-21.7,35.2
22,6.0,-28.1,35.2
23,6.0,-27.46,11.9
235,6.0,-8.01,-41.27
236,6.0,-11.21,-41.25
237,6.0,-14.41,-41.22
24,6.0,-28.1,44.77
3,6.0,-21.7,44.77
60,6.0,-8.28,-8.14
61,6.0,-7.94,-31.44
62,6.0,-5.08,-8.15
63,6.0,-4.74,-31.47
64,6.0,-4.81,-41.04
65,6.0,-1.88,-8.18
66,6.0,-1.54,-31.49
67,6.0,-1.61,-41.06
69,6.0,2.83,-13.56
70,6.0,45.8,17.01
83,6.0,15.77,1.18
84,6.0,37.31,1.06
85,6.0,46.88,1.01
88,6.0,25.84,4.32
89,6.0,43.18,4.23
92,6.0,25.86,7.52
93,6.0,43.19,7.43
96,6.0,15.83,10.78
97,6.0,37.37,10.66
98,6.0,46.93,10.61
99,6.0,-55.24,-11.38
1,6.1,-20.93,10.58
10,6.1,-24.9,34.47
100,6.1,-72.11,-11.57
109,6.1,24.82,13.93
11,6.1,-24.13,10.58
110,6.1,42.76,13.83
12,6.1,-24.9,44.64
2,6.1,-21.7,34.47
22,6.1,-28.1,34.47
23,6.1,-27.33,10.59
235,6.1,-8.01,-41.24
236,6.1,-11.21,-41.22
237,6.1,-14.41,-41.19
24,6.1,-28.1,44.64
3,6.1,-21.7,44.64
60,6.1,-8.35,-6.81
61,6.1,-7.93,-30.71
62,6.1,-5.15,-6.83
63,6.1,-4.73,-30.74
64,6.1,-4.81,-40.91
65,6.1,-1.95,-6.85
66,6.1,-1.53,-30.76
67,6.1,-1.61,-40.93
69,6.1,3.17,-13.01
70,6.1,45.51,17.01
83,6.1,14.98,1.18
84,6.1,36.58,1.06
85,6.1,46.75,1.01
88,6.1,24.77,4.33
89,6.1,42.71,4.23
92,6.1,24.79,7.53
93,6.1,42.73,7.43
96,6.1,15.04,10.78
97,6.1,36.64,10.66
98,6.1,46.8,10.61
99,6.1,-54.17,-11.37
1,6.2,-20.69,9.25
10,6.2,-24.9,33.72
100,6.2,-71.62,-11.56
109,6.2,23.73,13.93
11,6.2,-23.88,9.25
110,6.2,42.27,13.83
12,6.2,-24.9,44.48
2,6.2,-21.7,33.72
22,6.2,-28.1,33.72
23,6.2,-27.08,9.26
235,6.2,-8.01,-41.19
236,6.2,-11.21,-41.17
237,6.2,-14.41,-41.14
24,6.2,-28.1,44.48
3,6.2,-21.7,44.48
60,6.2,-8.42,-5.46
61,6.2,-7.93,-29.96
62,6.2,-5.22,-5.48
63,6.2,-4.73,-29.98
64,6.2,-4.81,-40.75
65,6.2,-2.02,-5.5
66,6.2,-1.53,-30.01
67,6.2,-1.61,-40.77
69,6.2,3.68,-12.68
70,6.2,45.2,17.02
83,6.2,14.24,1.18
84,6.2,35.83,1.07
85,6.2,46.59,1.01
88,6.2,23.68,4.33
89,6.2,42.22,4.23
92,6.2,23.7,7.53
93,6.2,42.23,7.43
96,6.2,14.3,10.78
97,6.2,35.88,10.67
98,6.2,46.65,10.61
99,6.2,-53.08,-11.35
1,6.3,-20.43,7.89
10,6.3,-24.9,32.94
100,6.3,-71.1,-11.56
109,6.3,22.61,13.94
11,6.3,-23.63,7.9
110,6.3,41.75,13.83
12,6.3,-24.9,44.3
2,6.3,-21.7,32.94
22,6.3,-28.1,32.94
23,6.3,-26.83,7.91
235,6.3,-8.01,-41.11
236,6.3,-11.21,-41.09
237,6.3,-14.41,-41.06
24,6.3,-28.1,44.3
3,6.3,-21.7,44.3
60,6.3,-8.63,-4.1
61,6.3,-7.92,-29.18
62,6.3,-5.43,-4.12
63,6.3,-4.72,-29.2
64,6.3,-4.81,-40.57
65,6.3,-2.23,-4.14
66,6.3,-1.52,-29.23
67,6.3,-1.61,-40.59
69,6.3,4.23,-12.35
70,6.3,44.86,17.02
83,6.3,13.54,1.19
84,6.3,35.05,1.07
85,6.3,46.41,1.01
88,6.3,22.56,4.34
89,6.3,41.7,4.23
92,6.3,22.58,7.54
93,6.3,41.71,7.43
96,6.3,13.6,10.79
97,6.3,35.1,10.67
98,6.3,46.46,10.61
99,6.3,-51.96,-11.34
1,6.4,-20.18,6.52
10,6.4,-24.9,32.13
100,6.4,-70.55,-11.55
109,6.4,21.51,13.94
11,6.4,-23.38,6.53
110,6.4,41.2,13.84
12,6.4,-24.9,44.09
2,6.4,-21.7,32.13
22,6.4,-28.1,32.13
23,6.4,-26.58,6.54
235,6.4,-8.01,-41.01
236,6.4,-11.21,-40.99
237,6.4,-14.41,-40.96
24,6.4,-28.1,44.09
3,6.4,-21.7,44.09
60,6.4,-8.88,-2.74
61,6.4,-7.92,-28.37
62,6.4,-5.68,-2.75
63,6.4,-4.72,-28.4
64,6.4,-4.81,-40.36
65,6.4,-2.48,-2.77
66,6.4,-1.52,-28.42
67,6.4,-1.61,-40.38
69,6.4,4.79,-12.02
70,6.4,44.5,17.02
83,6.4,12.89,1.19
84,6.4,34.24,1.07
85,6.4,46.2,1.01
88,6.4,21.46,4.34
89,6.4,41.15,4.24
92,6.4,21.48,7.54
93,6.4,41.17,7.44
96,6.4,12.95,10.79
97,6.4,34.3,10.67
98,6.4,46.26,10.61
99,6.4,-50.82,-11.33
1,6.5,-19.92,5.16
10,6.5,-24.9,31.3
100,6.5,-69.98,-11.54
109,6.5,20.45,13.95
11,6.5,-23.12,5.17
110,6.5,40.63,13.84
12,6.5,-24.9,43.86
2,6.5,-21.7,31.3
22,6.5,-28.1,31.3
23,6.5,-26.32,5.18
235,6.5,-8.01,-40.88
236,6.5,-11.21,-40.86
237,6.5,-14.41,-40.83
24,6.5,-28.1,43.86
3,6.5,-21.7,43.86
60,6.5,-9.13,-1.37
61,6.5,-7.91,-27.54
62,6.5,-5.93,-1.39
63,6.5,-4.71,-27.57
64,6.5,-4.81,-40.13
65,6.5,-2.73,-1.4
66,6.5,-1.51,-27.59
67,6.5,-1.61,-40.15
69,6.5,5.4,-11.86
70,6.5,44.11,17.02
83,6.5,12.28,1.19
84,6.5,33.41,1.08
85,6.5,45.97,1.01
88,6.5,20.4,4.35
89,6.5,40.58,4.24
92,6.5,20.42,7.55
93,6.5,40.59,7.44
96,6.5,12.34,10.79
97,6.5,33.47,10.68
98,6.5,46.02,10.61
99,6.5,-49.65,-11.32
1,6.6,-19.67,3.79
10,6.6,-24.9,30.44
100,6.6,-69.38,-11.54
101,6.6,-76.56,-11.62
109,6.6,19.44,13.96
11,6.6,-22.87,3.8
110,6.6,40.03,13.84
111,6.6,47.21,13.8
12,6.6,-24.9,43.6
2,6.6,-21.7,30.44
22,6.6,-28.1,30.44
23,6.6,-26.07,3.81
235,6.6,-8.01,-40.72
236,6.6,-11.21,-40.7
237,6.6,-14.41,-40.67
24,6.6,-28.1,43.6
3,6.6,-21.7,43.6
60,6.6,-9.38,-0.01
61,6.6,-7.9,-26.68
62,6.6,-6.18,-0.02
63,6.6,-4.7,-26.71
64,6.6,-4.8,-39.87
65,6.6,-2.98,-0.04
66,6.6,-1.5,-26.73
67,6.6,-1.6,-39.89
69,6.6,6.05,-11.77
70,6.6,43.69,17.02
83,6.6,11.72,1.2
84,6.6,32.55,1.08
85,6.6,45.71,1.01
88,6.6,19.39,4.36
89,6.6,39.98,4.24
90,6.6,47.16,4.2
92,6.6,19.41,7.56
93,6.6,40.0,7.44
94,6.6,47.17,7.4
96,6.6,11.78,10.8
97,6.6,32.61,10.68
98,6.6,45.76,10.61
99,6.6,-48.45,-11.3
1,6.7,-19.42,2.43
10,6.7,-24.9,29.56
100,6.7,-68.76,-11.53
101,6.7,-76.53,-11.62
109,6.7,18.47,13.96
11,6.7,-22.62,2.44
110,6.7,39.41,13.85
111,6.7,47.18,13.81
12,6.7,-24.9,43.31
2,6.7,-21.7,29.56
22,6.7,-28.1,29.56
23,6.7,-25.82,2.45
235,6.7,-8.01,-40.54
236,6.7,-11.21,-40.52
237,6.7,-14.41,-40.49
24,6.7,-28.1,43.31
3,6.7,-21.7,43.31
60,6.7,-9.63,1.36
61,6.7,-7.9,-25.8
62,6.7,-6.43,1.35
63,6.7,-4.7,-25.82
64,6.7,-4.8,-39.58
65,6.7,-3.23,1.33
66,6.7,-1.5,-25.85
67,6.7,-1.6,-39.6
69,6.7,6.69,-11.68
70,6.7,43.25,17.03
83,6.7,11.2,1.2
84,6.7,31.67,1.09
85,6.7,45.42,1.01
88,6.7,18.42,4.36
89,6.7,39.36,4.25
90,6.7,47.13,4.21
92,6.7,18.44,7.56
93,6.7,39.37,7.45
94,6.7,47.15,7.41
96,6.7,11.26,10.8
97,6.7,31.72,10.69
98,6.7,45.48,10.61
99,6.7,-47.23,-11.29
1,6.8,-19.17,1.06
10,6.8,-24.9,28.65
100,6.8,-68.11,-11.52
101,6.8,-76.48,-11.62
109,6.8,17.55,13.97
11,6.8,-22.37,1.07
110,6.8,38.76,13.85
111,6.8,47.13,13.81
12,6.8,-24.9,43.0
2,6.8,-21.7,28.65
22,6.8,-28.1,28.65
23,6.8,-25.57,1.08
235,6.8,-8.01,-40.33
236,6.8,-11.21,-40.31
237,6.8,-14.41,-40.28
24,6.8,-28.1,43.0
3,6.8,-21.7,43.0
60,6.8,-9.88,2.72
61,6.8,-7.89,-24.89
62,6.8,-6.68,2.71
63,6.8,-4.69,-24.91
64,6.8,-4.8,-39.27
65,6.8,-3.48,2.7
66,6.8,-1.49,-24.94
67,6.8,-1.6,-39.29
69,6.8,7.34,-11.59
70,6.8,42.78,17.03
83,6.8,10.73,1.2
84,6.8,30.82,1.09
85,6.8,45.11,1.02
88,6.8,17.5,4.37
89,6.8,38.71,4.25
90,6.8,47.08,4.21
92,6.8,17.52,7.57
93,6.8,38.72,7.45
94,6.8,47.09,7.41
96,6.8,10.78,10.8
97,6.8,30.87,10.69
98,6.8,45.16,10.62
99,6.8,-46.05,-11.28
1,6.9,-18.92,-0.31
10,6.9,-24.9,27.71
100,6.9,-67.43,-11.52
101,6.9,-76.4,-11.62
109,6.9,16.67,13.97
11,6.9,-22.12,-0.3
110,6.9,38.08,13.85
111,6.9,47.05,13.81
12,6.9,-24.9,42.66
2,6.9,-21.7,27.71
22,6.9,-28.1,27.71
23,6.9,-25.32,-0.28
235,6.9,-8.01,-40.1
236,6.9,-11.21,-40.08
237,6.9,-14.41,-40.05
24,6.9,-28.1,42.66
3,6.9,-21.7,42.66
60,6.9,-10.13,4.09
61,6.9,-7.88,-23.95
62,6.9,-6.93,4.08
63,6.9,-4.68,-23.98
64,6.9,-4.8,-38.93
65,6.9,-3.73,4.06
66,6.9,-1.48,-24.0
67,6.9,-1.6,-38.95
69,6.9,7.99,-11.58
70,6.9,42.29,17.03
83,6.9,10.3,1.2
84,6.9,29.99,1.1
85,6.9,44.77,1.02
88,6.9,16.62,4.37
89,6.9,38.03,4.25
90,6.9,47.0,4.21
92,6.9,16.64,7.57
93,6.9,38.05,7.45
94,6.9,47.02,7.41
96,6.9,10.36,10.8
97,6.9,30.05,10.7
98,6.9,44.83,10.62
99,6.9,-44.92,-11.26
1,7.0,-18.66,-1.67
10,7.0,-24.9,26.75
100,7.0,-66.73,-11.51
101,7.0,-76.3,-11.62
109,7.0,15.84,13.98
11,7.0,-21.86,-1.66
110,7.0,37.38,13.86
111,7.0,46.95,13.81
12,7.0,-24.9,42.3
2,7.0,-21.7,26.75
22,7.0,-28.1,26.75
23,7.0,-25.06,-1.65
235,7.0,-8.0,-39.84
236,7.0,-11.2,-39.82
237,7.0,-14.4,-39.79
24,7.0,-28.1,42.3
3,7.0,-21.7,42.3
38,7.0,-31.3,45.03
41,7.0,-15.3,45.03
60,7.0,-10.39,5.45
61,7.0,-7.88,-22.99
62,7.0,-7.19,5.44
63,7.0,-4.68,-23.01
64,7.0,-4.79,-38.57
65,7.0,-3.98,5.43
66,7.0,-1.48,-23.04
67,7.0,-1.59,-38.59
69,7.0,8.66,-11.59
70,7.0,41.77,17.03
83,7.0,9.91,1.21
84,7.0,29.2,1.1
85,7.0,44.41,1.02
88,7.0,15.79,4.38
89,7.0,37.33,4.26
90,7.0,46.9,4.21
92,7.0,15.81,7.58
93,7.0,37.35,7.46
94,7.0,46.91,7.41
96,7.0,9.97,10.81
97,7.0,29.26,10.7
98,7.0,44.46,10.62
99,7.0,-43.83,-11.25
1,7.1,-18.41,-3.04
10,7.1,-24.9,25.76
100,7.1,-66.0,-11.5
101,7.1,-76.17,-11.61
109,7.1,15.05,13.98
11,7.1,-21.61,-3.03
110,7.1,36.65,13.86
111,7.1,46.82,13.81
12,7.1,-24.9,41.91
2,7.1,-21.7,25.76
22,7.1,-28.1,25.76
23,7.1,-24.81,-3.02
235,7.1,-8.0,-39.55
236,7.1,-11.2,-39.53
237,7.1,-14.4,-39.5
24,7.1,-28.1,41.91
3,7.1,-21.7,41.91
38,7.1,-31.3,45.0
41,7.1,-15.3,45.0
60,7.1,-10.64,6.82
61,7.1,-7.87,-22.0
62,7.1,-7.44,6.81
63,7.1,-4.67,-22.03
64,7.1,-4.79,-38.18
65,7.1,-4.24,6.8
66,7.1,-1.47,-22.05
67,7.1,-1.59,-38.2
69,7.1,9.37,-11.59
70,7.1,41.22,17.04
83,7.1,9.58,1.21
84,7.1,28.44,1.11
85,7.1,44.02,1.02
88,7.1,15.0,4.38
89,7.1,36.6,4.26
90,7.1,46.77,4.21
92,7.1,15.02,7.58
93,7.1,36.62,7.46
94,7.1,46.78,7.41
96,7.1,9.64,10.81
97,7.1,28.49,10.71
98,7.1,44.07,10.62
99,7.1,-42.78,-11.24
1,7.2,-18.16,-4.41
10,7.2,-24.9,24.75
100,7.2,-65.25,-11.49
101,7.2,-76.01,-11.61
109,7.2,14.31,13.98
11,7.2,-21.36,-4.39
110,7.2,35.9,13.87
111,7.2,46.66,13.81
12,7.2,-24.9,41.49
2,7.2,-21.7,24.75
22,7.2,-28.1,24.75
23,7.2,-24.56,-4.38
235,7.2,-8.0,-39.24
236,7.2,-11.2,-39.22
237,7.2,-14.4,-39.19
24,7.2,-28.1,41.49
3,7.2,-21.7,41.49
38,7.2,-31.3,44.95
41,7.2,-15.3,44.95
60,7.2,-10.89,8.18
61,7.2,-7.86,-20.99
62,7.2,-7.69,8.18
63,7.2,-4.66,-21.01
64,7.2,-4.79,-37.76
65,7.2,-4.49,8.16
66,7.2,-1.46,-21.04
67,7.2,-1.59,-37.78
69,7.2,10.1,-11.59
70,7.2,40.65,17.04
83,7.2,9.28,1.21
84,7.2,27.7,1.11
85,7.2,43.6,1.02
88,7.2,14.26,4.38
89,7.2,35.85,4.27
90,7.2,46.61,4.21
92,7.2,14.28,7.58
93,7.2,35.86,7.47
94,7.2,46.63,7.41
96,7.2,9.34,10.81
97,7.2,27.76,10.71
98,7.2,43.66,10.62
99,7.2,-41.78,-11.23
1,7.3,-18.0,-5.79
10,7.3,-24.9,23.71
100,7.3,-64.47,-11.48
101,7.3,-75.83,-11.61
109,7.3,13.61,13.99
11,7.3,-21.2,-5.77
110,7.3,35.12,13.87
111,7.3,46.48,13.81
12,7.3,-24.9,41.05
2,7.3,-21.7,23.71
22,7.3,-28.1,23.71
23,7.3,-24.4,-5.76
235,7.3,-8.0,-38.9
236,7.3,-11.2,-38.88
237,7.3,-14.4,-38.85
24,7.3,-28.1,41.05
3,7.3,-21.7,41.05
38,7.3,-31.3,44.87
41,7.3,-15.3,44.87
60,7.3,-11.15,9.55
61,7.3,-7.85,-19.95
62,7.3,-7.95,9.54
63,7.3,-4.65,-19.97
64,7.3,-4.78,-37.32
65,7.3,-4.75,9.53
66,7.3,-1.45,-20.0
67,7.3,-1.58,-37.34
69,7.3,10.85,-11.6
70,7.3,40.05,17.04
71,7.3,47.23,17.0
83,7.3,9.04,1.21
84,7.3,27.0,1.11
85,7.3,43.16,1.03
88,7.3,13.56,4.39
89,7.3,35.07,4.27
90,7.3,46.43,4.21
92,7.3,13.58,7.59
93,7.3,35.08,7.47
94,7.3,46.44,7.41
96,7.3,9.1,10.81
97,7.3,27.05,10.71
98,7.3,43.21,10.63
99,7.3,-40.83,-11.22
1,7.4,-17.93,-7.17
10,7.4,-24.89,22.64
100,7.4,-63.66,-11.47
101,7.4,-75.62,-11.61
109,7.4,12.96,13.99
11,7.4,-21.13,-7.16
110,7.4,34.31,13.87
111,7.4,46.27,13.81
12,7.4,-24.9,40.58
2,7.4,-21.69,22.64
22,7.4,-28.09,22.64
23,7.4,-24.33,-7.14
235,7.4,-7.99,-38.54
236,7.4,-11.19,-38.52
237,7.4,-14.39,-38.49
24,7.4,-28.1,40.58
3,7.4,-21.7,40.58
38,7.4,-31.3,44.77
41,7.4,-15.3,44.77
60,7.4,-11.4,10.91
61,7.4,-7.84,-18.88
62,7.4,-8.2,10.91
63,7.4,-4.64,-18.9
64,7.4,-4.78,-36.85
65,7.4,-5.0,10.9
66,7.4,-1.44,-18.93
67,7.4,-1.58,-36.87
69,7.4,11.63,-11.6
70,7.4,39.43,17.05
71,7.4,47.2,17.01
83,7.4,8.83,1.21
84,7.4,26.32,1.12
85,7.4,42.69,1.03
88,7.4,12.91,4.39
89,7.4,34.26,4.27
90,7.4,46.22,4.21
92,7.4,12.93,7.59
93,7.4,34.28,7.47
94,7.4,46.24,7.41
96,7.4,8.89,10.81
97,7.4,26.38,10.72
98,7.4,42.75,10.63
99,7.4,-39.92,-11.21
1,7.5,-17.86,-8.56
10,7.5,-24.82,21.55
100,7.5,-62.83,-11.46
101,7.5,-75.39,-11.61
109,7.5,12.35,13.99
11,7.5,-21.06,-8.55
110,7.5,33.48,13.88
111,7.5,46.04,13.81
12,7.5,-24.9,40.09
2,7.5,-21.62,21.55
22,7.5,-28.02,21.55
23,7.5,-24.26,-8.53
235,7.5,-7.99,-38.15
236,7.5,-11.19,-38.13
237,7.5,-14.39,-38.1
24,7.5,-28.1,40.09
3,7.5,-21.7,40.09
38,7.5,-31.3,44.64
41,7.5,-15.3,44.64
60,7.5,-11.49,12.3
61,7.5,-7.84,-17.79
62,7.5,-8.29,12.29
63,7.5,-4.64,-17.81
64,7.5,-4.78,-36.36
65,7.5,-5.09,12.28
66,7.5,-1.44,-17.84
67,7.5,-1.58,-36.38
69,7.5,12.44,-11.61
70,7.5,38.78,17.05
71,7.5,47.15,17.01
83,7.5,8.67,1.21
84,7.5,25.67,1.12
85,7.5,42.2,1.03
88,7.5,12.3,4.39
89,7.5,33.43,4.28
90,7.5,45.99,4.21
92,7.5,12.32,7.59
93,7.5,33.45,7.48
94,7.5,46.0,7.41
96,7.5,8.73,10.81
97,7.5,25.73,10.72
98,7.5,42.25,10.63
99,7.5,-39.05,-11.2
1,7.6,-17.79,-9.95
10,7.6,-24.76,20.44
100,7.6,-61.97,-11.45
101,7.6,-75.13,-11.6
109,7.6,11.79,14.0
11,7.6,-20.99,-9.93
110,7.6,32.62,13.88
111,7.6,45.78,13.81
12,7.6,-24.9,39.57
2,7.6,-21.56,20.44
22,7.6,-27.96,20.44
23,7.6,-24.19,-9.92
235,7.6,-7.99,-37.73
236,7.6,-11.19,-37.71
237,7.6,-14.39,-37.68
24,7.6,-28.1,39.57
3,7.6,-21.7,39.57
38,7.6,-31.3,44.48
41,7.6,-15.3,44.48
60,7.6,-11.57,13.68
61,7.6,-7.85,-16.67
62,7.6,-8.37,13.68
63,7.6,-4.65,-16.69
64,7.6,-4.77,-35.84
65,7.6,-5.17,13.67
66,7.6,-1.45,-16.72
67,7.6,-1.57,-35.86
69,7.6,13.27,-11.61
70,7.6,38.1,17.05
71,7.6,47.07,17.01
83,7.6,8.56,1.21
84,7.6,25.05,1.12
85,7.6,41.68,1.03
88,7.6,11.74,4.4
89,7.6,32.57,4.28
90,7.6,45.73,4.21
92,7.6,11.76,7.6
93,7.6,32.59,7.48
94,7.6,45.74,7.41
96,7.6,8.62,10.81
97,7.6,25.11,10.72
98,7.6,41.73,10.63
99,7.6,-38.23,-11.19
1,7.7,-17.72,-11.34
10,7.7,-24.69,19.3
100,7.7,-61.09,-11.44
101,7.7,-74.84,-11.6
109,7.7,11.27,14.0
11,7.7,-20.92,-11.32
110,7.7,31.74,13.89
111,7.7,45.49,13.81
12,7.7,-24.9,39.02
2,7.7,-21.49,19.29
22,7.7,-27.89,19.3
23,7.7,-24.12,-11.3
235,7.7,-7.98,-37.29
236,7.7,-11.18,-37.27
237,7.7,-14.38,-37.24
24,7.7,-28.1,39.02
3,7.7,-21.7,39.02
38,7.7,-31.3,44.3
41,7.7,-15.3,44.3
60,7.7,-11.65,15.07
61,7.7,-7.91,-15.53
62,7.7,-8.45,15.07
63,7.7,-4.71,-15.55
64,7.7,-4.77,-35.29
65,7.7,-5.25,15.06
66,7.7,-1.51,-15.58
67,7.7,-1.57,-35.31
69,7.7,14.13,-11.62
70,7.7,37.4,17.06
71,7.7,46.97,17.01
83,7.7,8.49,1.21
84,7.7,24.46,1.13
85,7.7,41.13,1.04
88,7.7,11.22,4.4
89,7.7,31.69,4.29
90,7.7,45.44,4.21
92,7.7,11.24,7.6
93,7.7,31.7,7.49
94,7.7,45.46,7.41
96,7.7,8.55,10.81
97,7.7,24.51,10.73
98,7.7,41.19,10.64
99,7.7,-37.46,-11.19
1,7.8,-17.65,-12.72
10,7.8,-24.63,18.13
100,7.8,-60.18,-11.43
101,7.8,-74.53,-11.6
109,7.8,10.8,14.0
11,7.8,-20.85,-12.71
110,7.8,30.89,13.89
111,7.8,45.18,13.82
12,7.8,-24.9,38.45
2,7.8,-21.43,18.13
22,7.8,-27.82,18.13
23,7.8,-24.05,-12.69
235,7.8,-7.98,-36.82
236,7.8,-11.18,-36.8
237,7.8,-14.38,-36.77
24,7.8,-28.1,38.45
3,7.8,-21.7,38.45
38,7.8,-31.3,44.09
41,7.8,-15.3,44.09
60,7.8,-11.73,16.46
61,7.8,-7.97,-14.36
62,7.8,-8.53,16.45
63,7.8,-4.77,-14.38
64,7.8,-4.76,-34.72
65,7.8,-5.33,16.45
66,7.8,-1.57,-14.41
67,7.8,-1.56,-34.74
69,7.8,15.02,-11.62
70,7.8,36.67,17.06
71,7.8,46.84,17.01
83,7.8,8.47,1.21
84,7.8,23.89,1.13
85,7.8,40.56,1.04
88,7.8,10.75,4.4
89,7.8,30.84,4.29
90,7.8,45.13,4.22
92,7.8,10.76,7.6
93,7.8,30.85,7.49
94,7.8,45.14,7.42
96,7.8,8.53,10.81
97,7.8,23.94,10.73
98,7.8,40.61,10.64
99,7.8,-36.68,-11.24
1,7.9,-17.58,-14.11
10,7.9,-24.56,16.93
100,7.9,-59.24,-11.42
101,7.9,-74.19,-11.59
109,7.9,10.37,14.0
11,7.9,-20.78,-14.09
110,7.9,30.06,13.9
111,7.9,44.84,13.82
12,7.9,-24.9,37.85
13,7.9,-24.9,45.03
2,7.9,-21.36,16.93
22,7.9,-27.76,16.94
23,7.9,-23.98,-14.08
234,7.9,-4.81,-41.3
235,7.9,-7.98,-36.33
236,7.9,-11.18,-36.31
237,7.9,-14.38,-36.28
24,7.9,-28.1,37.85
25,7.9,-28.1,45.03
3,7.9,-21.7,37.85
38,7.9,-31.3,43.86
4,7.9,-21.7,45.03
41,7.9,-15.3,43.86
60,7.9,-11.81,17.84
61,7.9,-8.03,-13.17
62,7.9,-8.61,17.84
63,7.9,-4.83,-13.19
64,7.9,-4.76,-34.12
65,7.9,-5.41,17.84
66,7.9,-1.63,-13.22
67,7.9,-1.56,-34.14
68,7.9,-1.61,-41.32
69,7.9,15.93,-11.63
70,7.9,35.92,17.07
71,7.9,46.68,17.01
83,7.9,8.47,1.21
84,7.9,23.35,1.13
85,7.9,39.96,1.04
86,7.9,47.14,1.0
88,7.9,10.32,4.4
89,7.9,30.01,4.3
90,7.9,44.79,4.22
92,7.9,10.34,7.6
93,7.9,30.03,7.5
94,7.9,44.81,7.42
96,7.9,8.53,10.81
97,7.9,23.4,10.73
98,7.9,40.02,10.64
99,7.9,-35.91,-11.29
1,8.0,-17.51,-15.5
10,8.0,-24.48,15.71
100,8.0,-58.28,-11.41
101,8.0,-73.83,-11.59
109,8.0,9.98,14.01
11,8.0,-20.71,-15.48
110,8.0,29.27,13.9
111,8.0,44.48,13.82
12,8.0,-24.9,37.23
13,8.0,-24.9,45.0
2,8.0,-21.28,15.71
22,8.0,-27.68,15.72
23,8.0,-23.91,-15.46
234,8.0,-4.81,-41.27
235,8.0,-7.97,-35.81
236,8.0,-11.17,-35.79
237,8.0,-14.37,-35.76
24,8.0,-28.1,37.23
25,8.0,-28.1,45.0
3,8.0,-21.7,37.23
38,8.0,-31.3,43.6
4,8.0,-21.7,45.0
41,8.0,-15.3,43.6
51,8.0,-18.5,45.03
60,8.0,-11.89,19.23
61,8.0,-8.09,-11.95
62,8.0,-8.69,19.23
63,8.0,-4.89,-11.97
64,8.0,-4.76,-33.5
65,8.0,-5.49,19.22
66,8.0,-1.69,-12.0
67,8.0,-1.56,-33.52
68,8.0,-1.61,-41.29
69,8.0,16.86,-11.63
70,8.0,35.14,17.07
71,8.0,46.5,17.01
83,8.0,8.47,1.21
84,8.0,22.83,1.14
85,8.0,39.34,1.05
86,8.0,47.11,1.01
88,8.0,9.93,4.41
89,8.0,29.22,4.3
90,8.0,44.43,4.22
92,8.0,9.95,7.61
93,8.0,29.24,7.5
94,8.0,44.44,7.42
96,8.0,8.53,10.81
97,8.0,22.89,10.74
98,8.0,39.39,10.65
99,8.0,-35.14,-11.34
1,8.1,-17.44,-16.89
10,8.1,-24.41,14.47
100,8.1,-57.29,-11.4
101,8.1,-73.44,-11.58
109,8.1,9.65,14.01
11,8.1,-20.64,-16.87
110,8.1,28.51,13.91
111,8.1,44.09,13.82
12,8.1,-24.9,36.58
13,8.1,-24.9,44.95
2,8.1,-21.21,14.46
22,8.1,-27.61,14.47
23,8.1,-23.84,-16.85
234,8.1,-4.81,-41.22
235,8.1,-7.97,-35.26
236,8.1,-11.17,-35.24
237,8.1,-14.37,-35.21
24,8.1,-28.1,36.58
25,8.1,-28.1,44.95
3,8.1,-21.7,36.58
38,8.1,-31.3,43.31
4,8.1,-21.7,44.95
41,8.1,-15.3,43.31
51,8.1,-18.5,45.0
60,8.1,-11.97,20.61
61,8.1,-8.15,-10.71
62,8.1,-8.77,20.61
63,8.1,-4.95,-10.72
64,8.1,-4.75,-32.85
65,8.1,-5.57,20.61
66,8.1,-1.75,-10.75
67,8.1,-1.55,-32.87
68,8.1,-1.61,-41.24
69,8.1,17.83,-11.64
70,8.1,34.33,17.07
71,8.1,46.29,17.01
83,8.1,8.47,1.21
84,8.1,22.34,1.14
85,8.1,38.69,1.05
86,8.1,47.06,1.01
88,8.1,9.6,4.41
89,8.1,28.46,4.31
90,8.1,44.04,4.22
92,8.1,9.62,7.61
93,8.1,28.47,7.51
94,8.1,44.05,7.42
96,8.1,8.53,10.81
97,8.1,22.39,10.74
98,8.1,38.74,10.65
99,8.1,-34.36,-11.4
1,8.2,-17.44,-18.28
10,8.2,-24.34,13.2
100,8.2,-56.28,-11.39
101,8.2,-73.02,-11.58
109,8.2,9.35,14.01
11,8.2,-20.64,-18.26
110,8.2,27.77,13.91
111,8.2,43.67,13.82
12,8.2,-24.9,35.9
13,8.2,-24.9,44.87
2,8.2,-21.14,13.19
22,8.2,-27.54,13.2
23,8.2,-23.84,-18.24
234,8.2,-4.81,-41.14
235,8.2,-7.96,-34.69
236,8.2,-11.16,-34.67
237,8.2,-14.36,-34.64
24,8.2,-28.1,35.9
25,8.2,-28.1,44.87
3,8.2,-21.7,35.9
38,8.2,-31.3,43.0
4,8.2,-21.7,44.87
41,8.2,-15.3,43.0
51,8.2,-18.5,44.95
60,8.2,-12.05,22.0
61,8.2,-8.22,-9.43
62,8.2,-8.85,22.0
63,8.2,-5.02,-9.45
