vehicle_id,time_s,x_m,y_m
85,21.3,22.47,1.14
86,21.3,29.48,1.1
87,21.3,36.49,1.06
88,21.3,8.49,4.41
89,21.3,15.49,4.38
90,21.3,22.49,4.34
91,21.3,29.5,4.3
92,21.3,8.51,7.61
93,21.3,15.51,7.58
94,21.3,22.51,7.54
95,21.3,29.51,7.5
96,21.3,8.53,10.81
97,21.3,15.53,10.78
98,21.3,22.53,10.74
103,21.4,-27.23,-42.69
104,21.4,-61.09,-11.44
105,21.4,-74.84,-11.6
109,21.4,8.54,14.01
110,21.4,15.54,13.98
111,21.4,22.54,13.94
112,21.4,29.53,10.7
14,21.4,-24.9,23.85
15,21.4,-24.9,37.94
16,21.4,-24.9,30.86
17,21.4,-24.9,45.0
179,21.4,-31.3,44.77
207,21.4,46.49,-11.79
233,21.4,-1.44,-18.12
236,21.4,-73.03,10.82
237,21.4,-51.78,7.86
26,21.4,-28.1,23.85
27,21.4,-28.1,30.86
28,21.4,-28.1,37.94
29,21.4,-28.1,45.0
39,21.4,-65.26,14.11
40,21.4,-39.57,14.4
41,21.4,28.82,-2.1
42,21.4,9.26,-1.99
43,21.4,-4.18,0.72
44,21.4,-12.96,10.37
45,21.4,-15.3,23.02
46,21.4,-15.3,36.58
47,21.4,-15.3,44.95
5,21.4,-21.7,23.85
52,21.4,31.68,-5.31
53,21.4,7.55,-5.18
54,21.4,-9.85,0.49
55,21.4,-18.33,21.56
56,21.4,-18.5,40.09
6,21.4,-21.7,37.94
7,21.4,-21.7,30.86
73,21.4,-2.5,39.34
74,21.4,-0.42,19.06
75,21.4,17.69,17.17
76,21.4,38.1,17.05
77,21.4,47.07,17.01
8,21.4,-21.7,45.0
83,21.4,8.47,1.21
84,21.4,15.47,1.18
85,21.4,22.47,1.14
86,21.4,29.48,1.1
87,21.4,36.48,1.06
88,21.4,8.49,4.41
89,21.4,15.49,4.38
90,21.4,22.49,4.34
91,21.4,29.5,4.3
92,21.4,8.51,7.61
93,21.4,15.51,7.58
94,21.4,22.51,7.54
95,21.4,29.51,7.5
96,21.4,8.53,10.81
97,21.4,15.53,10.78
98,21.4,22.53,10.74
103,21.5,-27.24,-44.08
104,21.5,-60.18,-11.43
105,21.5,-74.53,-11.6
109,21.5,8.54,14.01
110,21.5,15.54,13.98
111,21.5,22.54,13.94
112,21.5,29.53,10.7
14,21.5,-24.9,23.85
15,21.5,-24.9,37.94
16,21.5,-24.9,30.86
17,21.5,-24.9,45.0
179,21.5,-31.3,44.64
207,21.5,47.88,-11.8
233,21.5,-1.44,-18.12
236,21.5,-74.42,10.81
237,21.5,-52.98,7.85
26,21.5,-28.1,23.85
27,21.5,-28.1,30.86
28,21.5,-28.1,37.94
29,21.5,-28.1,45.0
39,21.5,-66.65,14.1
40,21.5,-40.39,14.39
41,21.5,30.15,-2.1
42,21.5,10.12,-1.99
43,21.5,-3.53,0.29
44,21.5,-12.61,9.74
45,21.5,-15.24,22.36
46,21.5,-15.3,35.93
47,21.5,-15.3,44.87
5,21.5,-21.7,23.85
52,21.5,33.07,-5.32
53,21.5,8.36,-5.19
54,21.5,-9.08,-0.01
55,21.5,-18.18,20.46
56,21.5,-18.5,39.57
6,21.5,-21.7,37.94
7,21.5,-21.7,30.86
73,21.5,-2.5,40.55
74,21.5,-0.86,19.47
75,21.5,16.85,17.17
76,21.5,37.4,17.06
77,21.5,46.97,17.01
8,21.5,-21.7,45.0
83,21.5,8.47,1.21
84,21.5,15.47,1.18
85,21.5,22.47,1.14
86,21.5,29.48,1.1
87,21.5,36.48,1.06
88,21.5,8.49,4.41
89,21.5,15.49,4.38
90,21.5,22.49,4.34
91,21.5,29.5,4.3
92,21.5,8.51,7.61
93,21.5,15.51,7.58
94,21.5,22.51,7.54
95,21.5,29.51,7.5
96,21.5,8.53,10.81
97,21.5,15.53,10.78
98,21.5,22.53,10.74
103,21.6,-27.25,-45.47
104,21.6,-59.24,-11.42
105,21.6,-74.19,-11.59
109,21.6,8.54,14.01
110,21.6,15.54,13.98
111,21.6,22.54,13.94
112,21.6,29.53,10.7
14,21.6,-24.9,23.85
15,21.6,-24.9,37.93
16,21.6,-24.9,30.86
17,21.6,-24.9,44.99
179,21.6,-31.3,44.48
207,21.6,49.27,-11.81
233,21.6,-1.44,-18.12
236,21.6,-75.81,10.79
237,21.6,-54.2,7.84
26,21.6,-28.1,23.85
27,21.6,-28.1,30.86
28,21.6,-28.1,37.93
29,21.6,-28.1,44.99
39,21.6,-68.04,14.08
40,21.6,-41.24,14.38
41,21.6,31.52,-2.11
42,21.6,11.0,-2.0
43,21.6,-2.86,-0.15
44,21.6,-12.26,9.1
45,21.6,-15.15,21.7
46,21.6,-15.3,35.27
47,21.6,-15.3,44.77
5,21.6,-21.7,23.85
52,21.6,34.46,-5.33
53,21.6,9.2,-5.19
54,21.6,-8.3,-0.52
55,21.6,-18.03,19.32
56,21.6,-18.5,39.02
6,21.6,-21.7,37.93
7,21.6,-21.7,30.86
73,21.6,-2.5,41.78
74,21.6,-1.33,19.9
75,21.6,16.04,17.17
76,21.6,36.67,17.06
77,21.6,46.84,17.01
8,21.6,-21.7,44.99
83,21.6,8.47,1.21
84,21.6,15.47,1.18
85,21.6,22.47,1.14
86,21.6,29.48,1.1
87,21.6,36.48,1.06
88,21.6,8.49,4.41
89,21.6,15.49,4.38
90,21.6,22.49,4.34
91,21.6,29.5,4.3
92,21.6,8.51,7.61
93,21.6,15.51,7.58
94,21.6,22.51,7.54
95,21.6,29.51,7.5
96,21.6,8.53,10.81
97,21.6,15.53,10.78
98,21.6,22.53,10.74
104,21.7,-58.28,-11.41
105,21.7,-73.83,-11.59
109,21.7,8.54,14.01
110,21.7,15.54,13.98
111,21.7,22.54,13.94
112,21.7,29.53,10.7
14,21.7,-24.9,23.85
15,21.7,-24.9,37.92
16,21.7,-24.9,30.86
17,21.7,-24.9,44.99
179,21.7,-31.3,44.3
207,21.7,50.66,-11.81
233,21.7,-1.44,-18.12
236,21.7,-77.2,10.78
237,21.7,-55.45,7.82
26,21.7,-28.1,23.85
27,21.7,-28.1,30.86
28,21.7,-28.1,37.92
29,21.7,-28.1,44.99
39,21.7,-69.43,14.07
40,21.7,-42.12,14.37
41,21.7,32.9,-2.12
42,21.7,11.92,-2.0
43,21.7,-2.11,-0.44
44,21.7,-11.9,8.44
45,21.7,-15.06,21.02
46,21.7,-15.3,34.61
47,21.7,-15.3,44.64
5,21.7,-21.7,23.85
52,21.7,35.85,-5.33
53,21.7,10.07,-5.19
54,21.7,-7.5,-1.04
55,21.7,-17.88,18.19
56,21.7,-18.5,38.45
6,21.7,-21.7,37.92
7,21.7,-21.7,30.86
73,21.7,-2.5,43.04
74,21.7,-1.81,20.35
75,21.7,15.22,17.18
76,21.7,35.92,17.07
77,21.7,46.68,17.01
8,21.7,-21.7,44.99
83,21.7,8.47,1.21
84,21.7,15.47,1.18
85,21.7,22.47,1.14
86,21.7,29.48,1.1
87,21.7,36.48,1.06
88,21.7,8.49,4.41
89,21.7,15.49,4.38
90,21.7,22.49,4.34
91,21.7,29.5,4.3
92,21.7,8.51,7.61
93,21.7,15.51,7.58
94,21.7,22.51,7.54
95,21.7,29.51,7.5
96,21.7,8.53,10.81
97,21.7,15.53,10.78
98,21.7,22.53,10.74
104,21.8,-57.29,-11.4
105,21.8,-73.44,-11.58
109,21.8,8.54,14.01
110,21.8,15.54,13.98
111,21.8,22.54,13.94
112,21.8,29.53,10.7
14,21.8,-24.9,23.85
15,21.8,-24.9,37.92
16,21.8,-24.9,30.86
17,21.8,-24.9,44.98
179,21.8,-31.3,44.09
233,21.8,-1.44,-18.12
236,21.8,-78.58,10.76
237,21.8,-56.72,7.81
26,21.8,-28.1,23.85
27,21.8,-28.1,30.86
28,21.8,-28.1,37.92
29,21.8,-28.1,44.98
39,21.8,-70.82,14.05
40,21.8,-43.02,14.36
41,21.8,34.29,-2.13
42,21.8,12.85,-2.01
43,21.8,-1.27,-0.58
44,21.8,-11.53,7.77
45,21.8,-14.97,20.33
46,21.8,-15.3,33.93
47,21.8,-15.3,44.48
5,21.8,-21.7,23.85
52,21.8,37.23,-5.34
53,21.8,10.96,-5.2
54,21.8,-6.7,-1.56
55,21.8,-17.73,17.05
56,21.8,-18.5,37.85
57,21.8,-18.5,45.03
6,21.8,-21.7,37.92
7,21.8,-21.7,30.86
73,21.8,-2.5,44.33
74,21.8,-2.02,20.99
75,21.8,14.39,17.18
76,21.8,35.14,17.07
77,21.8,46.5,17.01
8,21.8,-21.7,44.98
83,21.8,8.47,1.21
84,21.8,15.47,1.18
85,21.8,22.47,1.14
86,21.8,29.48,1.1
87,21.8,36.48,1.06
88,21.8,8.49,4.41
89,21.8,15.49,4.38
90,21.8,22.49,4.34
91,21.8,29.5,4.3
92,21.8,8.51,7.61
93,21.8,15.51,7.58
94,21.8,22.51,7.54
95,21.8,29.51,7.5
96,21.8,8.53,10.81
97,21.8,15.53,10.78
98,21.8,22.53,10.74
104,21.9,-56.28,-11.39
105,21.9,-73.02,-11.58
109,21.9,8.54,14.01
110,21.9,15.54,13.98
111,21.9,22.54,13.94
112,21.9,29.53,10.7
14,21.9,-24.9,23.85
15,21.9,-24.9,37.91
16,21.9,-24.9,30.86
17,21.9,-24.9,44.97
179,21.9,-31.3,43.86
233,21.9,-1.44,-18.12
236,21.9,-79.97,10.75
237,21.9,-58.02,7.79
26,21.9,-28.1,23.85
27,21.9,-28.1,30.86
28,21.9,-28.1,37.91
29,21.9,-28.1,44.97
39,21.9,-72.21,14.03
40,21.9,-43.95,14.35
41,21.9,35.68,-2.13
42,21.9,13.82,-2.01
43,21.9,-0.42,-0.71
44,21.9,-11.15,7.09
45,21.9,-14.88,19.63
46,21.9,-15.3,33.25
47,21.9,-15.3,44.3
5,21.9,-21.7,23.85
52,21.9,38.62,-5.35
53,21.9,11.88,-5.2
54,21.9,-5.89,-2.09
55,21.9,-17.58,15.92
56,21.9,-18.5,37.23
57,21.9,-18.5,45.0
6,21.9,-21.7,37.91
7,21.9,-21.7,30.86
73,21.9,-2.5,45.64
74,21.9,-2.2,21.68
75,21.9,13.56,17.19
76,21.9,34.33,17.07
77,21.9,46.29,17.01
8,21.9,-21.7,44.97
83,21.9,8.47,1.21
84,21.9,15.47,1.18
85,21.9,22.47,1.14
86,21.9,29.47,1.1
87,21.9,36.48,1.06
88,21.9,8.49,4.41
89,21.9,15.49,4.38
90,21.9,22.49,4.34
91,21.9,29.5,4.3
92,21.9,8.51,7.61
93,21.9,15.51,7.58
94,21.9,22.51,7.54
95,21.9,29.51,7.5
96,21.9,8.53,10.81
97,21.9,15.53,10.78
98,21.9,22.53,10.74
104,22.0,-55.24,-11.38
105,22.0,-72.58,-11.57
109,22.0,8.54,14.01
110,22.0,15.54,13.98
111,22.0,22.54,13.94
112,22.0,29.53,10.7
14,22.0,-24.9,23.85
15,22.0,-24.9,37.9
16,22.0,-24.9,30.86
17,22.0,-24.9,44.97
179,22.0,-31.3,43.6
233,22.0,-1.44,-18.12
237,22.0,-59.35,7.78
26,22.0,-28.1,23.85
27,22.0,-28.1,30.86
28,22.0,-28.1,37.9
29,22.0,-28.1,44.97
39,22.0,-73.59,14.02
40,22.0,-44.91,14.34
41,22.0,37.07,-2.14
42,22.0,14.81,-2.02
43,22.0,0.39,-0.84
44,22.0,-10.77,6.39
45,22.0,-14.78,18.91
46,22.0,-15.3,32.56
47,22.0,-15.3,44.09
5,22.0,-21.7,23.85
52,22.0,40.01,-5.36
53,22.0,12.83,-5.21
54,22.0,-5.06,-2.63
55,22.0,-17.43,14.77
56,22.0,-18.5,36.58
57,22.0,-18.5,44.95
6,22.0,-21.7,37.9
7,22.0,-21.7,30.86
73,22.0,-2.5,46.97
74,22.0,-2.38,22.39
75,22.0,12.72,17.19
76,22.0,33.5,17.08
77,22.0,46.06,17.01
8,22.0,-21.7,44.97
83,22.0,8.47,1.21
84,22.0,15.47,1.18
85,22.0,22.47,1.14
86,22.0,29.47,1.1
87,22.0,36.48,1.06
88,22.0,8.49,4.41
89,22.0,15.49,4.38
90,22.0,22.49,4.34
91,22.0,29.5,4.3
92,22.0,8.51,7.61
93,22.0,15.51,7.58
94,22.0,22.51,7.54
95,22.0,29.51,7.5
96,22.0,8.53,10.81
97,22.0,15.53,10.78
98,22.0,22.53,10.74
104,22.1,-54.17,-11.37
105,22.1,-72.11,-11.57
109,22.1,8.54,14.01
110,22.1,15.54,13.98
111,22.1,22.54,13.94
112,22.1,29.53,10.7
14,22.1,-24.9,23.85
15,22.1,-24.9,37.9
16,22.1,-24.9,30.86
17,22.1,-24.9,44.96
179,22.1,-31.3,43.31
233,22.1,-1.44,-18.12
237,22.1,-60.7,7.76
26,22.1,-28.1,23.85
27,22.1,-28.1,30.86
28,22.1,-28.1,37.9
29,22.1,-28.1,44.96
39,22.1,-74.98,14.0
40,22.1,-45.89,14.33
41,22.1,38.46,-2.15
42,22.1,15.83,-2.03
43,22.1,1.15,-0.97
44,22.1,-10.39,5.71
45,22.1,-14.68,18.18
46,22.1,-15.3,31.86
47,22.1,-15.3,43.86
5,22.1,-21.7,23.85
52,22.1,41.4,-5.36
53,22.1,13.8,-5.21
54,22.1,-4.22,-3.18
55,22.1,-17.28,13.63
56,22.1,-18.5,35.9
57,22.1,-18.5,44.87
6,22.1,-21.7,37.9
7,22.1,-21.7,30.86
73,22.1,-2.5,48.34
74,22.1,-2.5,23.14
75,22.1,11.87,17.2
76,22.1,32.64,17.08
77,22.1,45.8,17.01
8,22.1,-21.7,44.96
83,22.1,8.47,1.21
84,22.1,15.47,1.18
85,22.1,22.47,1.14
86,22.1,29.47,1.1
87,22.1,36.48,1.06
88,22.1,8.49,4.41
89,22.1,15.49,4.38
90,22.1,22.49,4.34
91,22.1,29.5,4.3
92,22.1,8.51,7.61
93,22.1,15.51,7.58
94,22.1,22.51,7.54
95,22.1,29.51,7.5
96,22.1,8.53,10.81
97,22.1,15.53,10.78
98,22.1,22.53,10.74
104,22.2,-53.08,-11.35
105,22.2,-71.62,-11.56
109,22.2,8.54,14.01
110,22.2,15.54,13.98
111,22.2,22.54,13.94
112,22.2,29.53,10.7
14,22.2,-24.9,23.85
15,22.2,-24.9,37.9
16,22.2,-24.9,30.86
17,22.2,-24.9,44.95
179,22.2,-31.3,43.0
233,22.2,-1.44,-18.12
237,22.2,-62.08,7.75
26,22.2,-28.1,23.85
27,22.2,-28.1,30.86
28,22.2,-28.1,37.9
29,22.2,-28.1,44.95
39,22.2,-76.37,13.99
40,22.2,-46.9,14.32
41,22.2,39.85,-2.16
42,22.2,16.87,-2.03
43,22.2,1.87,-1.08
44,22.2,-10.04,5.07
45,22.2,-14.59,17.46
46,22.2,-15.3,31.13
47,22.2,-15.3,43.6
5,22.2,-21.7,23.85
52,22.2,42.79,-5.37
53,22.2,14.79,-5.22
54,22.2,-3.28,-3.48
55,22.2,-17.12,12.48
56,22.2,-18.5,35.2
57,22.2,-18.5,44.77
6,22.2,-21.7,37.9
7,22.2,-21.7,30.86
74,22.2,-2.5,23.93
75,22.2,11.0,17.2
76,22.2,31.76,17.09
77,22.2,45.51,17.01
8,22.2,-21.7,44.95
83,22.2,8.47,1.21
84,22.2,15.47,1.18
85,22.2,22.47,1.14
86,22.2,29.47,1.1
87,22.2,36.48,1.06
88,22.2,8.49,4.41
89,22.2,15.49,4.38
90,22.2,22.49,4.34
91,22.2,29.5,4.3
92,22.2,8.51,7.61
93,22.2,15.51,7.58
94,22.2,22.51,7.54
95,22.2,29.51,7.5
96,22.2,8.53,10.81
97,22.2,15.53,10.78
98,22.2,22.53,10.74
104,22.3,-51.96,-11.34
105,22.3,-71.1,-11.56
109,22.3,8.54,14.01
110,22.3,15.54,13.98
111,22.3,22.54,13.94
112,22.3,29.53,10.7
14,22.3,-24.9,23.85
15,22.3,-24.9,37.89
16,22.3,-24.9,30.86
17,22.3,-24.9,44.95
179,22.3,-31.3,42.66
233,22.3,-1.44,-18.12
237,22.3,-63.47,7.73
26,22.3,-28.1,23.85
27,22.3,-28.1,30.86
28,22.3,-28.1,37.89
29,22.3,-28.1,44.95
39,22.3,-77.76,13.97
40,22.3,-47.93,14.31
41,22.3,41.24,-2.16
42,22.3,17.94,-2.04
43,22.3,2.55,-1.19
44,22.3,-9.69,4.44
45,22.3,-14.5,16.77
46,22.3,-15.3,30.37
47,22.3,-15.3,43.31
5,22.3,-21.7,23.85
52,22.3,44.18,-5.38
53,22.3,15.81,-5.23
54,22.3,-2.33,-3.63
55,22.3,-16.97,11.33
56,22.3,-18.5,34.47
57,22.3,-18.5,44.64
6,22.3,-21.7,37.89
7,22.3,-21.7,30.86
74,22.3,-2.5,24.74
75,22.3,10.12,17.21
76,22.3,30.85,17.09
77,22.3,45.2,17.02
8,22.3,-21.7,44.95
83,22.3,8.47,1.21
84,22.3,15.47,1.18
85,22.3,22.47,1.14
86,22.3,29.47,1.1
87,22.3,36.48,1.06
88,22.3,8.49,4.41
89,22.3,15.49,4.38
90,22.3,22.49,4.34
91,22.3,29.5,4.3
92,22.3,8.51,7.61
93,22.3,15.51,7.58
94,22.3,22.51,7.54
95,22.3,29.51,7.5
96,22.3,8.53,10.81
97,22.3,15.53,10.78
98,22.3,22.53,10.74
104,22.4,-50.82,-11.33
105,22.4,-70.55,-11.55
109,22.4,8.54,14.01
110,22.4,15.54,13.98
111,22.4,22.54,13.94
112,22.4,29.53,10.7
14,22.4,-24.9,23.85
15,22.4,-24.9,37.89
16,22.4,-24.9,30.86
17,22.4,-24.9,44.94
179,22.4,-31.3,42.3
233,22.4,-1.44,-18.12
237,22.4,-64.86,7.72
26,22.4,-28.1,23.85
27,22.4,-28.1,30.86
28,22.4,-28.1,37.89
29,22.4,-28.1,44.94
39,22.4,-79.15,13.96
40,22.4,-48.99,14.29
41,22.4,42.63,-2.17
42,22.4,19.03,-2.04
43,22.4,3.18,-1.29
44,22.4,-9.19,4.01
45,22.4,-14.41,16.09
46,22.4,-15.3,29.63
47,22.4,-15.3,43.0
5,22.4,-21.7,23.85
52,22.4,45.57,-5.39
53,22.4,16.86,-5.23
54,22.4,-1.43,-3.77
55,22.4,-16.67,10.27
56,22.4,-18.5,33.72
57,22.4,-18.5,44.48
6,22.4,-21.7,37.89
7,22.4,-21.7,30.86
74,22.4,-2.5,25.59
75,22.4,9.23,17.21
76,22.4,29.91,17.1
77,22.4,44.86,17.02
8,22.4,-21.7,44.94
83,22.4,8.47,1.21
84,22.4,15.47,1.18
85,22.4,22.47,1.14
86,22.4,29.47,1.1
87,22.4,36.48,1.06
88,22.4,8.49,4.41
89,22.4,15.49,4.38
90,22.4,22.49,4.34
91,22.4,29.5,4.3
92,22.4,8.51,7.61
93,22.4,15.51,7.58
94,22.4,22.51,7.54
95,22.4,29.51,7.5
96,22.4,8.53,10.81
97,22.4,15.53,10.78
98,22.4,22.53,10.74
104,22.5,-49.65,-11.32
105,22.5,-69.98,-11.54
109,22.5,8.54,14.01
110,22.5,15.54,13.98
111,22.5,22.54,13.94
112,22.5,29.53,10.7
14,22.5,-24.9,23.85
15,22.5,-24.9,37.89
16,22.5,-24.9,30.86
17,22.5,-24.9,44.94
179,22.5,-31.3,41.91
233,22.5,-1.44,-18.12
237,22.5,-66.25,7.7
26,22.5,-28.1,23.85
27,22.5,-28.1,30.86
28,22.5,-28.1,37.89
29,22.5,-28.1,44.94
39,22.5,-80.54,13.94
40,22.5,-50.07,14.28
41,22.5,44.01,-2.18
42,22.5,20.15,-2.05
43,22.5,3.84,-1.4
44,22.5,-8.64,3.65
45,22.5,-14.32,15.43
46,22.5,-15.3,28.93
47,22.5,-15.3,42.66
5,22.5,-21.7,23.85
52,22.5,46.96,-5.39
53,22.5,17.94,-5.24
54,22.5,-0.56,-3.91
55,22.5,-16.14,9.31
56,22.5,-18.5,32.94
57,22.5,-18.5,44.3
6,22.5,-21.7,37.89
7,22.5,-21.7,30.86
74,22.5,-2.5,26.45
75,22.5,8.38,17.22
76,22.5,28.95,17.1
77,22.5,44.5,17.02
8,22.5,-21.7,44.94
83,22.5,8.47,1.21
84,22.5,15.47,1.18
85,22.5,22.47,1.14
86,22.5,29.47,1.1
87,22.5,36.48,1.06
88,22.5,8.49,4.41
89,22.5,15.49,4.38
90,22.5,22.49,4.34
91,22.5,29.5,4.3
92,22.5,8.51,7.61
93,22.5,15.51,7.58
94,22.5,22.51,7.54
95,22.5,29.51,7.5
96,22.5,8.53,10.81
97,22.5,15.53,10.78
98,22.5,22.53,10.74
104,22.6,-48.45,-11.3
105,22.6,-69.38,-11.54
109,22.6,8.54,14.01
110,22.6,15.54,13.98
111,22.6,22.54,13.94
112,22.6,29.53,10.7
14,22.6,-24.9,23.85
15,22.6,-24.9,37.88
16,22.6,-24.9,30.86
17,22.6,-24.9,44.93
179,22.6,-31.3,41.49
233,22.6,-1.44,-18.12
237,22.6,-67.64,7.68
26,22.6,-28.1,23.85
27,22.6,-28.1,30.86
28,22.6,-28.1,37.88
29,22.6,-28.1,44.93
40,22.6,-51.18,14.27
41,22.6,45.4,-2.19
42,22.6,21.3,-2.06
43,22.6,4.52,-1.51
44,22.6,-8.08,3.28
45,22.6,-14.24,14.79
46,22.6,-15.3,28.28
47,22.6,-15.3,42.3
5,22.6,-21.7,23.85
52,22.6,48.34,-5.4
53,22.6,19.04,-5.24
54,22.6,0.25,-4.04
55,22.6,-15.63,8.38
56,22.6,-18.5,32.13
57,22.6,-18.5,44.09
6,22.6,-21.7,37.88
7,22.6,-21.7,30.86
74,22.6,-2.5,27.35
75,22.6,7.57,17.22
76,22.6,27.96,17.11
77,22.6,44.11,17.02
8,22.6,-21.7,44.93
83,22.6,8.47,1.21
84,22.6,15.47,1.18
85,22.6,22.47,1.14
86,22.6,29.47,1.1
87,22.6,36.48,1.06
88,22.6,8.49,4.41
89,22.6,15.49,4.38
90,22.6,22.49,4.34
91,22.6,29.5,4.3
92,22.6,8.51,7.61
93,22.6,15.51,7.58
94,22.6,22.51,7.54
95,22.6,29.51,7.5
96,22.6,8.53,10.81
97,22.6,15.53,10.78
98,22.6,22.53,10.74
104,22.7,-47.23,-11.29
105,22.7,-68.76,-11.53
109,22.7,8.54,14.01
110,22.7,15.54,13.98
111,22.7,22.54,13.94
112,22.7,29.53,10.7
14,22.7,-24.9,23.85
15,22.7,-24.9,37.88
16,22.7,-24.9,30.85
17,22.7,-24.9,44.93
179,22.7,-31.3,41.05
233,22.7,-1.44,-18.12
237,22.7,-69.02,7.67
26,22.7,-28.1,23.85
27,22.7,-28.1,30.85
28,22.7,-28.1,37.88
29,22.7,-28.1,44.93
40,22.7,-52.32,14.26
41,22.7,46.79,-2.19
42,22.7,22.47,-2.06
43,22.7,5.23,-1.62
44,22.7,-7.5,2.91
45,22.7,-14.15,14.13
46,22.7,-15.3,27.67
47,22.7,-15.3,41.91
5,22.7,-21.7,23.85
52,22.7,49.73,-5.41
53,22.7,20.16,-5.25
54,22.7,1.02,-4.16
55,22.7,-15.13,7.49
56,22.7,-18.5,31.3
57,22.7,-18.5,43.86
6,22.7,-21.7,37.88
7,22.7,-21.7,30.85
74,22.7,-2.5,28.26
75,22.7,6.81,17.28
76,22.7,26.97,17.11
77,22.7,43.69,17.02
8,22.7,-21.7,44.93
83,22.7,8.47,1.21
84,22.7,15.47,1.18
85,22.7,22.47,1.14
86,22.7,29.47,1.1
87,22.7,36.48,1.06
88,22.7,8.49,4.41
89,22.7,15.49,4.38
90,22.7,22.49,4.34
91,22.7,29.5,4.3
92,22.7,8.51,7.61
93,22.7,15.51,7.58
94,22.7,22.51,7.54
95,22.7,29.51,7.5
96,22.7,8.53,10.81
97,22.7,15.53,10.78
98,22.7,22.53,10.74
104,22.8,-46.05,-11.28
105,22.8,-68.11,-11.52
109,22.8,8.54,14.01
110,22.8,15.54,13.98
111,22.8,22.54,13.94
112,22.8,29.53,10.7
14,22.8,-24.9,23.85
15,22.8,-24.9,37.88
16,22.8,-24.9,30.85
17,22.8,-24.9,44.92
179,22.8,-31.3,40.58
233,22.8,-1.44,-18.12
237,22.8,-70.41,7.65
26,22.8,-28.1,23.85
27,22.8,-28.1,30.85
28,22.8,-28.1,37.88
29,22.8,-28.1,44.92
40,22.8,-53.48,14.24
41,22.8,48.18,-2.2
42,22.8,23.67,-2.07
43,22.8,5.97,-1.74
44,22.8,-6.92,2.52
45,22.8,-14.06,13.47
46,22.8,-15.3,27.11
47,22.8,-15.3,41.49
5,22.8,-21.7,23.85
52,22.8,51.12,-5.42
53,22.8,21.32,-5.26
54,22.8,1.75,-4.28
55,22.8,-14.64,6.62
56,22.8,-18.5,30.51
57,22.8,-18.5,43.6
6,22.8,-21.7,37.88
7,22.8,-21.7,30.85
74,22.8,-2.5,29.21
75,22.8,6.04,17.35
76,22.8,26.02,17.12
77,22.8,43.25,17.03
8,22.8,-21.7,44.92
83,22.8,8.47,1.21
84,22.8,15.47,1.18
85,22.8,22.47,1.14
86,22.8,29.47,1.1
87,22.8,36.48,1.06
88,22.8,8.49,4.41
89,22.8,15.49,4.38
90,22.8,22.49,4.34
91,22.8,29.5,4.3
92,22.8,8.51,7.61
93,22.8,15.51,7.58
94,22.8,22.51,7.54
95,22.8,29.51,7.5
96,22.8,8.53,10.81
97,22.8,15.53,10.78
98,22.8,22.53,10.74
104,22.9,-44.92,-11.26
105,22.9,-67.43,-11.52
109,22.9,8.54,14.01
110,22.9,15.54,13.98
111,22.9,22.54,13.94
112,22.9,29.53,10.7
14,22.9,-24.9,23.85
15,22.9,-24.9,37.88
16,22.9,-24.9,30.85
17,22.9,-24.9,44.92
179,22.9,-31.3,40.09
233,22.9,-1.44,-18.12
237,22.9,-71.8,7.64
26,22.9,-28.1,23.85
27,22.9,-28.1,30.85
28,22.9,-28.1,37.88
29,22.9,-28.1,44.92
40,22.9,-54.67,14.23
41,22.9,49.57,-2.21
42,22.9,24.89,-2.07
43,22.9,6.73,-1.86
44,22.9,-6.31,2.12
45,22.9,-13.98,12.79
46,22.9,-15.3,26.59
47,22.9,-15.3,41.05
5,22.9,-21.7,23.85
53,22.9,22.49,-5.26
54,22.9,2.43,-4.39
55,22.9,-14.18,5.78
56,22.9,-18.5,29.75
57,22.9,-18.5,43.31
6,22.9,-21.7,37.88
7,22.9,-21.7,30.85
74,22.9,-2.5,30.18
75,22.9,5.28,17.41
76,22.9,25.07,17.13
77,22.9,42.78,17.03
8,22.9,-21.7,44.92
83,22.9,8.47,1.21
84,22.9,15.47,1.18
85,22.9,22.47,1.14
86,22.9,29.47,1.1
87,22.9,36.48,1.06
88,22.9,8.49,4.41
89,22.9,15.49,4.38
90,22.9,22.49,4.34
91,22.9,29.49,4.3
92,22.9,8.51,7.61
93,22.9,15.51,7.58
94,22.9,22.51,7.54
95,22.9,29.51,7.5
96,22.9,8.53,10.81
97,22.9,15.53,10.78
98,22.9,22.53,10.74
104,23.0,-43.83,-11.25
105,23.0,-66.73,-11.51
109,23.0,8.54,14.01
110,23.0,15.54,13.98
111,23.0,22.54,13.94
112,23.0,29.53,10.7
14,23.0,-24.9,23.85
15,23.0,-24.9,37.87
16,23.0,-24.9,30.85
17,23.0,-24.9,44.91
179,23.0,-31.3,39.57
233,23.0,-1.44,-18.12
237,23.0,-73.19,7.62
26,23.0,-28.1,23.85
27,23.0,-28.1,30.85
28,23.0,-28.1,37.87
29,23.0,-28.1,44.91
40,23.0,-55.89,14.22
41,23.0,50.96,-2.22
42,23.0,26.14,-2.08
43,23.0,7.51,-1.98
44,23.0,-5.7,1.72
45,23.0,-13.89,12.1
46,23.0,-15.3,26.11
47,23.0,-15.3,40.58
5,23.0,-21.7,23.85
53,23.0,23.7,-5.27
54,23.0,3.07,-4.49
55,23.0,-13.72,4.96
56,23.0,-18.5,29.05
57,23.0,-18.5,43.0
